symbol,price,timestamp
ethereum,3369.97,2024-11-12 14:03:29.939751
bitcoin,88850.96,2024-11-12 14:03:30.338137
binance-coin,651.69,2024-11-12 14:03:30.338137
solana,222.94,2024-11-12 14:03:31.116146
bitcoin,88849.19,2024-11-12 14:03:32.885948
ethereum,3370.10,2024-11-12 14:03:32.885948
tether,0.999843,2024-11-12 14:03:32.885948
usd-coin,0.998773,2024-11-12 14:03:32.885948
bitcoin,88850.49,2024-11-12 14:03:33.198599
ethereum,3370.08,2024-11-12 14:03:33.577426
binance-coin,651.68,2024-11-12 14:03:33.577426
solana,222.95,2024-11-12 14:03:33.577426
ethereum,3370.04,2024-11-12 14:03:33.977643
bitcoin,88850.59,2024-11-12 14:03:34.388608
binance-coin,651.67,2024-11-12 14:03:34.788613
bitcoin,88850.61,2024-11-12 14:03:35.199270
ethereum,3370.03,2024-11-12 14:03:36.057536
bitcoin,88850.60,2024-11-12 14:03:36.412732
ethereum,3370.04,2024-11-12 14:03:36.856941
solana,222.94,2024-11-12 14:03:36.856941
ethereum,3370.03,2024-11-12 14:03:37.214538
solana,222.95,2024-11-12 14:03:38.900025
solana,222.94,2024-11-12 14:03:39.703332
bitcoin,88848.97,2024-11-12 14:03:40.218320
ethereum,3369.97,2024-11-12 14:03:40.218320
binance-coin,651.65,2024-11-12 14:03:40.218320
usd-coin,0.998764,2024-11-12 14:03:40.218320
bitcoin,88856.36,2024-11-12 14:03:41.818737
ethereum,3370.13,2024-11-12 14:03:41.818737
binance-coin,651.64,2024-11-12 14:03:41.818737
binance-coin,651.63,2024-11-12 14:03:42.142698
ethereum,3370.14,2024-11-12 14:03:42.534553
binance-coin,651.43,2024-11-12 14:03:42.940533
ethereum,3370.08,2024-11-12 14:03:45.004806
binance-coin,651.42,2024-11-12 14:03:45.004806
solana,222.93,2024-11-12 14:03:45.004806
bitcoin,88856.08,2024-11-12 14:03:45.403759
binance-coin,651.41,2024-11-12 14:03:45.814513
usd-coin,0.998761,2024-11-12 14:03:45.814513
bitcoin,88857.50,2024-11-12 14:03:47.035723
ethereum,3370.11,2024-11-12 14:03:47.035723
usd-coin,0.998785,2024-11-12 14:03:47.035723
usd-coin,0.998788,2024-11-12 14:03:47.900522
bitcoin,88857.79,2024-11-12 14:03:49.890180
bitcoin,88858.05,2024-11-12 14:03:50.460603
ethereum,3370.13,2024-11-12 14:03:50.460603
binance-coin,651.42,2024-11-12 14:03:50.460603
solana,222.95,2024-11-12 14:03:51.100999
solana,222.94,2024-11-12 14:03:51.896592
bitcoin,88858.82,2024-11-12 14:03:52.700727
solana,222.93,2024-11-12 14:03:53.980808
bitcoin,88858.86,2024-11-12 14:03:54.382751
ethereum,3370.12,2024-11-12 14:03:54.382751
bitcoin,88858.39,2024-11-12 14:03:55.265639
usd-coin,0.998789,2024-11-12 14:03:55.265639
bitcoin,88858.30,2024-11-12 14:03:55.552078
ethereum,3370.13,2024-11-12 14:03:55.552078
bitcoin,88857.99,2024-11-12 14:03:56.058563
usd-coin,0.998788,2024-11-12 14:03:56.058563
bitcoin,88858.14,2024-11-12 14:03:56.377288
bitcoin,88858.26,2024-11-12 14:03:56.769086
ethereum,3370.10,2024-11-12 14:03:57.164330
ethereum,3370.11,2024-11-12 14:03:57.980809
ethereum,3370.09,2024-11-12 14:04:00.465429
bitcoin,88859.03,2024-11-12 14:04:01.620821
ethereum,3370.10,2024-11-12 14:04:01.620821
tether,0.999858,2024-11-12 14:04:01.620821
usd-coin,0.998687,2024-11-12 14:04:01.620821
ethereum,3370.12,2024-11-12 14:04:01.812659
bitcoin,88859.09,2024-11-12 14:04:02.300448
ethereum,3369.83,2024-11-12 14:04:02.300448
solana,222.95,2024-11-12 14:04:02.300448
bitcoin,88859.22,2024-11-12 14:04:03.911096
ethereum,3369.79,2024-11-12 14:04:03.911096
solana,222.94,2024-11-12 14:04:03.911096
bitcoin,88859.23,2024-11-12 14:04:05.181405
bitcoin,88859.27,2024-11-12 14:04:05.577049
bitcoin,88859.28,2024-11-12 14:04:06.140506
binance-coin,651.41,2024-11-12 14:04:06.140506
bitcoin,88859.27,2024-11-12 14:04:06.941138
bitcoin,88853.38,2024-11-12 14:04:08.067196
bitcoin,88853.41,2024-11-12 14:04:09.021190
ethereum,3369.82,2024-11-12 14:04:09.021190
bitcoin,88853.40,2024-11-12 14:04:10.825851
ethereum,3369.75,2024-11-12 14:04:10.825851
bitcoin,88853.50,2024-11-12 14:04:10.914233
ethereum,3369.86,2024-11-12 14:04:10.914233
usd-coin,0.998688,2024-11-12 14:04:10.914233
bitcoin,88853.59,2024-11-12 14:04:11.418771
ethereum,3369.90,2024-11-12 14:04:11.418771
bitcoin,88853.75,2024-11-12 14:04:11.900371
ethereum,3369.89,2024-11-12 14:04:11.900371
binance-coin,651.42,2024-11-12 14:04:12.160849
solana,222.95,2024-11-12 14:04:12.160849
ethereum,3369.91,2024-11-12 14:04:12.978387
binance-coin,651.43,2024-11-12 14:04:12.978387
bitcoin,88853.78,2024-11-12 14:04:13.501526
bitcoin,88853.92,2024-11-12 14:04:13.820675
ethereum,3369.97,2024-11-12 14:04:13.820675
bitcoin,88851.86,2024-11-12 14:04:14.302534
bitcoin,88852.09,2024-11-12 14:04:15.101971
ethereum,3369.80,2024-11-12 14:04:15.101971
ethereum,3369.78,2024-11-12 14:04:15.901899
bitcoin,88852.08,2024-11-12 14:04:17.501084
bitcoin,88851.80,2024-11-12 14:04:17.978177
binance-coin,651.42,2024-11-12 14:04:17.978177
bitcoin,88852.05,2024-11-12 14:04:18.299569
ethereum,3369.79,2024-11-12 14:04:18.299569
bitcoin,88852.04,2024-11-12 14:04:20.383206
bitcoin,88852.07,2024-11-12 14:04:21.179213
ethereum,3369.72,2024-11-12 14:04:21.179213
bitcoin,88852.15,2024-11-12 14:04:21.498438
ethereum,3369.73,2024-11-12 14:04:21.979362
bitcoin,88852.17,2024-11-12 14:04:22.779409
ethereum,3369.72,2024-11-12 14:04:22.779409
bitcoin,88851.87,2024-11-12 14:04:23.141318
ethereum,3369.73,2024-11-12 14:04:23.944313
solana,222.97,2024-11-12 14:04:23.944313
ethereum,3369.79,2024-11-12 14:04:25.164208
ethereum,3369.75,2024-11-12 14:04:27.154420
solana,222.98,2024-11-12 14:04:27.975274
bitcoin,88851.97,2024-11-12 14:04:28.858827
ethereum,3369.76,2024-11-12 14:04:28.858827
bitcoin,88852.02,2024-11-12 14:04:29.188659
ethereum,3369.78,2024-11-12 14:04:30.015962
bitcoin,88852.04,2024-11-12 14:04:30.460564
bitcoin,88852.16,2024-11-12 14:04:30.835355
bitcoin,88852.09,2024-11-12 14:04:31.260352
tether,0.999870,2024-11-12 14:04:31.260352
binance-coin,651.43,2024-11-12 14:04:31.260352
usd-coin,0.998707,2024-11-12 14:04:31.260352
usd-coin,0.998706,2024-11-12 14:04:31.740058
bitcoin,88852.10,2024-11-12 14:04:32.060959
ethereum,3369.80,2024-11-12 14:04:32.060959
ethereum,3369.78,2024-11-12 14:04:34.044244
binance-coin,651.42,2024-11-12 14:04:34.044244
ethereum,3369.81,2024-11-12 14:04:34.840143
binance-coin,651.43,2024-11-12 14:04:36.106038
bitcoin,88852.09,2024-11-12 14:04:37.021268
ethereum,3369.83,2024-11-12 14:04:37.021268
usd-coin,0.998705,2024-11-12 14:04:37.349669
bitcoin,88852.10,2024-11-12 14:04:38.585063
ethereum,3369.85,2024-11-12 14:04:38.996606
binance-coin,651.42,2024-11-12 14:04:38.996606
bitcoin,88852.77,2024-11-12 14:04:40.061585
bitcoin,88853.63,2024-11-12 14:04:40.380469
ethereum,3369.88,2024-11-12 14:04:40.380469
binance-coin,651.43,2024-11-12 14:04:40.380469
usd-coin,0.998709,2024-11-12 14:04:40.380469
bitcoin,88853.64,2024-11-12 14:04:40.699930
ethereum,3369.90,2024-11-12 14:04:41.183208
bitcoin,88861.24,2024-11-12 14:04:41.907792
ethereum,3370.42,2024-11-12 14:04:41.907792
bitcoin,88860.95,2024-11-12 14:04:42.783086
bitcoin,88860.98,2024-11-12 14:04:43.100992
ethereum,3370.46,2024-11-12 14:04:43.100992
binance-coin,651.69,2024-11-12 14:04:43.100992
bitcoin,88861.38,2024-11-12 14:04:45.341820
usd-coin,0.998707,2024-11-12 14:04:45.341820
bitcoin,88861.95,2024-11-12 14:04:45.981319
ethereum,3370.48,2024-11-12 14:04:45.981319
usd-coin,0.998708,2024-11-12 14:04:45.981319
bitcoin,88865.10,2024-11-12 14:04:46.299962
ethereum,3370.60,2024-11-12 14:04:47.100359
binance-coin,651.70,2024-11-12 14:04:47.100359
usd-coin,0.998707,2024-11-12 14:04:47.100359
bitcoin,88864.81,2024-11-12 14:04:48.289992
bitcoin,88865.71,2024-11-12 14:04:48.303940
ethereum,3370.66,2024-11-12 14:04:48.303940
bitcoin,88865.73,2024-11-12 14:04:48.859455
ethereum,3370.63,2024-11-12 14:04:49.118292
bitcoin,88865.72,2024-11-12 14:04:49.660872
ethereum,3370.67,2024-11-12 14:04:49.980560
bitcoin,88865.73,2024-11-12 14:04:50.462152
binance-coin,651.71,2024-11-12 14:04:50.462152
usd-coin,0.998709,2024-11-12 14:04:50.462152
bitcoin,88865.90,2024-11-12 14:04:51.620511
ethereum,3370.68,2024-11-12 14:04:51.620511
ethereum,3370.67,2024-11-12 14:04:51.621562
solana,222.92,2024-11-12 14:04:52.061986
bitcoin,88866.08,2024-11-12 14:04:53.166282
ethereum,3370.66,2024-11-12 14:04:53.573669
ethereum,3370.72,2024-11-12 14:04:53.981543
bitcoin,88866.07,2024-11-12 14:04:55.265161
bitcoin,88866.12,2024-11-12 14:04:55.999271
ethereum,3370.78,2024-11-12 14:04:55.999271
solana,222.91,2024-11-12 14:04:58.006623
bitcoin,88866.13,2024-11-12 14:04:58.945294
solana,222.92,2024-11-12 14:04:58.945294
ethereum,3370.77,2024-11-12 14:04:59.742643
bitcoin,88866.14,2024-11-12 14:05:00.224597
ethereum,3370.78,2024-11-12 14:05:00.224597
ethereum,3370.77,2024-11-12 14:05:01.342143
solana,222.91,2024-11-12 14:05:01.342143
bitcoin,88869.84,2024-11-12 14:05:02.155974
ethereum,3370.76,2024-11-12 14:05:02.155974
tether,0.999858,2024-11-12 14:05:02.155974
binance-coin,651.69,2024-11-12 14:05:02.155974
usd-coin,0.998535,2024-11-12 14:05:02.155974
bitcoin,88869.44,2024-11-12 14:05:03.108672
bitcoin,88869.42,2024-11-12 14:05:03.385315
binance-coin,651.70,2024-11-12 14:05:03.385315
bitcoin,88869.43,2024-11-12 14:05:04.256313
ethereum,3370.78,2024-11-12 14:05:04.256313
tether,0.999857,2024-11-12 14:05:04.619785
ethereum,3370.79,2024-11-12 14:05:05.019911
bitcoin,88869.65,2024-11-12 14:05:05.985285
usd-coin,0.998536,2024-11-12 14:05:05.985285
usd-coin,0.998538,2024-11-12 14:05:06.647403
bitcoin,88869.66,2024-11-12 14:05:07.067458
ethereum,3370.80,2024-11-12 14:05:07.067458
ethereum,3370.78,2024-11-12 14:05:07.905332
bitcoin,88869.91,2024-11-12 14:05:08.383141
ethereum,3370.80,2024-11-12 14:05:08.864782
bitcoin,88871.86,2024-11-12 14:05:09.343928
ethereum,3370.84,2024-11-12 14:05:09.343928
bitcoin,88870.28,2024-11-12 14:05:10.141922
ethereum,3370.82,2024-11-12 14:05:10.141922
binance-coin,651.69,2024-11-12 14:05:10.141922
solana,222.92,2024-11-12 14:05:10.141922
usd-coin,0.998534,2024-11-12 14:05:10.141922
ethereum,3370.83,2024-11-12 14:05:11.104436
bitcoin,88870.34,2024-11-12 14:05:11.360314
bitcoin,88870.65,2024-11-12 14:05:11.901651
bitcoin,88870.82,2024-11-12 14:05:12.187733
solana,222.91,2024-11-12 14:05:12.187733
bitcoin,88870.83,2024-11-12 14:05:12.622526
bitcoin,88871.28,2024-11-12 14:05:13.548002
ethereum,3370.97,2024-11-12 14:05:13.548002
binance-coin,651.71,2024-11-12 14:05:13.548002
solana,222.92,2024-11-12 14:05:13.548002
ethereum,3371.13,2024-11-12 14:05:13.548002
ethereum,3371.11,2024-11-12 14:05:14.306460
binance-coin,651.72,2024-11-12 14:05:14.639023
bitcoin,88871.39,2024-11-12 14:05:15.101950
ethereum,3371.19,2024-11-12 14:05:15.101950
binance-coin,651.74,2024-11-12 14:05:15.101950
solana,222.93,2024-11-12 14:05:15.101950
bitcoin,88871.37,2024-11-12 14:05:15.461608
ethereum,3371.25,2024-11-12 14:05:15.461608
bitcoin,88872.08,2024-11-12 14:05:16.385469
ethereum,3371.22,2024-11-12 14:05:16.385469
solana,222.92,2024-11-12 14:05:16.385469
bitcoin,88872.22,2024-11-12 14:05:17.183096
bitcoin,88872.54,2024-11-12 14:05:18.814917
bitcoin,88872.40,2024-11-12 14:05:19.943547
ethereum,3371.25,2024-11-12 14:05:19.943547
bitcoin,88872.36,2024-11-12 14:05:20.035477
binance-coin,651.75,2024-11-12 14:05:20.035477
ethereum,3371.31,2024-11-12 14:05:20.380933
usd-coin,0.998535,2024-11-12 14:05:20.380933
bitcoin,88871.68,2024-11-12 14:05:22.526765
ethereum,3371.22,2024-11-12 14:05:22.526765
solana,222.91,2024-11-12 14:05:22.526765
usd-coin,0.998534,2024-11-12 14:05:22.526765
ethereum,3371.20,2024-11-12 14:05:22.563856
usd-coin,0.998535,2024-11-12 14:05:22.563856
bitcoin,88871.46,2024-11-12 14:05:23.264179
bitcoin,88871.24,2024-11-12 14:05:23.586866
ethereum,3371.18,2024-11-12 14:05:23.586866
bitcoin,88871.25,2024-11-12 14:05:24.063099
bitcoin,88871.49,2024-11-12 14:05:24.781781
solana,222.90,2024-11-12 14:05:25.184625
bitcoin,88871.50,2024-11-12 14:05:26.147125
ethereum,3371.09,2024-11-12 14:05:26.147125
binance-coin,651.74,2024-11-12 14:05:26.147125
bitcoin,88871.49,2024-11-12 14:05:26.391122
bitcoin,88871.00,2024-11-12 14:05:27.262820
ethereum,3371.07,2024-11-12 14:05:27.262820
solana,222.89,2024-11-12 14:05:27.262820
ethereum,3371.06,2024-11-12 14:05:27.743008
bitcoin,88870.80,2024-11-12 14:05:28.112322
binance-coin,651.73,2024-11-12 14:05:28.112322
ethereum,3371.07,2024-11-12 14:05:28.543257
bitcoin,88870.79,2024-11-12 14:05:29.245029
ethereum,3371.05,2024-11-12 14:05:29.245029
binance-coin,651.74,2024-11-12 14:05:29.245029
solana,222.90,2024-11-12 14:05:29.245029
bitcoin,88870.81,2024-11-12 14:05:30.152213
ethereum,3371.04,2024-11-12 14:05:30.152213
usd-coin,0.998531,2024-11-12 14:05:30.152213
ethereum,3371.02,2024-11-12 14:05:31.282236
bitcoin,88872.58,2024-11-12 14:05:31.742744
ethereum,3371.03,2024-11-12 14:05:31.742744
tether,1.00,2024-11-12 14:05:31.742744
usd-coin,0.998733,2024-11-12 14:05:31.742744
solana,222.91,2024-11-12 14:05:32.224323
ethereum,3371.09,2024-11-12 14:05:32.921918
solana,222.90,2024-11-12 14:05:33.342549
ethereum,3371.10,2024-11-12 14:05:33.822291
bitcoin,88872.59,2024-11-12 14:05:34.143547
bitcoin,88872.63,2024-11-12 14:05:34.942840
ethereum,3371.08,2024-11-12 14:05:34.942840
ethereum,3371.09,2024-11-12 14:05:35.422135
bitcoin,88872.64,2024-11-12 14:05:36.156406
ethereum,3371.11,2024-11-12 14:05:36.156406
ethereum,3371.12,2024-11-12 14:05:36.957090
ethereum,3371.10,2024-11-12 14:05:38.300958
bitcoin,88872.09,2024-11-12 14:05:39.102074
ethereum,3371.05,2024-11-12 14:05:39.102074
ethereum,3371.06,2024-11-12 14:05:39.903237
bitcoin,88882.90,2024-11-12 14:05:40.301207
ethereum,3372.43,2024-11-12 14:05:40.301207
binance-coin,651.84,2024-11-12 14:05:40.301207
solana,222.93,2024-11-12 14:05:40.301207
usd-coin,0.998778,2024-11-12 14:05:40.301207
bitcoin,88882.93,2024-11-12 14:05:41.022337
bitcoin,88885.68,2024-11-12 14:05:41.505666
ethereum,3373.18,2024-11-12 14:05:41.505666
binance-coin,651.86,2024-11-12 14:05:41.505666
binance-coin,652.40,2024-11-12 14:05:42.229863
bitcoin,88885.70,2024-11-12 14:05:43.458014
binance-coin,652.39,2024-11-12 14:05:43.458014
bitcoin,88895.78,2024-11-12 14:05:44.714342
ethereum,3373.25,2024-11-12 14:05:45.187578
bitcoin,88896.07,2024-11-12 14:05:45.988460
ethereum,3373.34,2024-11-12 14:05:45.988460
binance-coin,652.42,2024-11-12 14:05:45.988460
usd-coin,0.998753,2024-11-12 14:05:45.988460
bitcoin,88896.10,2024-11-12 14:05:46.816251
bitcoin,88896.11,2024-11-12 14:05:47.633558
bitcoin,88896.12,2024-11-12 14:05:48.462683
ethereum,3373.35,2024-11-12 14:05:48.462683
bitcoin,88896.15,2024-11-12 14:05:48.982831
binance-coin,652.43,2024-11-12 14:05:48.982831
solana,222.94,2024-11-12 14:05:49.272289
bitcoin,88896.46,2024-11-12 14:05:49.825561
ethereum,3373.37,2024-11-12 14:05:49.825561
solana,222.91,2024-11-12 14:05:49.825561
bitcoin,88896.65,2024-11-12 14:05:50.146143
ethereum,3373.44,2024-11-12 14:05:50.146143
binance-coin,652.44,2024-11-12 14:05:50.146143
usd-coin,0.998757,2024-11-12 14:05:50.146143
ethereum,3373.42,2024-11-12 14:05:50.625697
binance-coin,652.45,2024-11-12 14:05:50.625697
bitcoin,88897.31,2024-11-12 14:05:51.332202
ethereum,3373.53,2024-11-12 14:05:51.332202
solana,222.92,2024-11-12 14:05:51.332202
bitcoin,88897.32,2024-11-12 14:05:52.145487
bitcoin,88897.37,2024-11-12 14:05:52.548719
bitcoin,88897.50,2024-11-12 14:05:53.863561
ethereum,3373.54,2024-11-12 14:05:53.863561
bitcoin,88897.42,2024-11-12 14:05:53.863561
ethereum,3373.59,2024-11-12 14:05:53.863561
ethereum,3373.62,2024-11-12 14:05:55.022634
bitcoin,88897.46,2024-11-12 14:05:55.447064
bitcoin,88897.45,2024-11-12 14:05:56.260402
ethereum,3373.58,2024-11-12 14:05:56.260402
bitcoin,88897.36,2024-11-12 14:05:59.664888
ethereum,3373.63,2024-11-12 14:05:59.664888
ethereum,3373.71,2024-11-12 14:05:59.693357
usd-coin,0.998756,2024-11-12 14:05:59.693357
bitcoin,88897.38,2024-11-12 14:06:00.334455
ethereum,3373.72,2024-11-12 14:06:00.334455
usd-coin,0.998757,2024-11-12 14:06:00.334455
bitcoin,88897.32,2024-11-12 14:06:00.702870
ethereum,3373.67,2024-11-12 14:06:00.702870
bitcoin,88898.83,2024-11-12 14:06:01.183053
ethereum,3373.69,2024-11-12 14:06:01.183053
tether,0.999932,2024-11-12 14:06:01.183053
binance-coin,652.47,2024-11-12 14:06:01.183053
usd-coin,0.998818,2024-11-12 14:06:01.183053
ethereum,3373.70,2024-11-12 14:06:02.762813
solana,222.91,2024-11-12 14:06:03.271047
bitcoin,88898.62,2024-11-12 14:06:04.064116
bitcoin,88900.26,2024-11-12 14:06:04.559996
bitcoin,88900.27,2024-11-12 14:06:04.863636
bitcoin,88896.70,2024-11-12 14:06:10.310955
ethereum,3373.54,2024-11-12 14:06:10.310955
binance-coin,652.43,2024-11-12 14:06:10.310955
solana,222.90,2024-11-12 14:06:10.310955
usd-coin,0.998794,2024-11-12 14:06:10.310955
ethereum,3373.58,2024-11-12 14:06:11.451110
ethereum,3373.55,2024-11-12 14:06:11.855072
bitcoin,88895.83,2024-11-12 14:06:12.270658
bitcoin,88897.10,2024-11-12 14:06:12.703147
ethereum,3373.73,2024-11-12 14:06:13.184670
solana,222.91,2024-11-12 14:06:13.184670
solana,222.90,2024-11-12 14:06:13.483022
bitcoin,88895.69,2024-11-12 14:06:13.983192
ethereum,3374.01,2024-11-12 14:06:13.983192
solana,222.91,2024-11-12 14:06:13.983192
ethereum,3373.86,2024-11-12 14:06:14.302336
bitcoin,88897.10,2024-11-12 14:06:14.783042
ethereum,3374.01,2024-11-12 14:06:14.783042
bitcoin,88896.57,2024-11-12 14:06:15.488891
ethereum,3373.99,2024-11-12 14:06:15.488891
bitcoin,88896.24,2024-11-12 14:06:15.903084
bitcoin,88896.10,2024-11-12 14:06:16.295461
ethereum,3373.94,2024-11-12 14:06:16.295461
solana,222.90,2024-11-12 14:06:16.295461
bitcoin,88896.11,2024-11-12 14:06:16.704200
bitcoin,88896.26,2024-11-12 14:06:17.525028
ethereum,3373.93,2024-11-12 14:06:18.783475
ethereum,3373.94,2024-11-12 14:06:19.265509
bitcoin,88896.29,2024-11-12 14:06:19.585280
ethereum,3373.93,2024-11-12 14:06:20.063096
bitcoin,88896.11,2024-11-12 14:06:20.706727
ethereum,3373.92,2024-11-12 14:06:20.706727
usd-coin,0.998795,2024-11-12 14:06:20.706727
bitcoin,88896.06,2024-11-12 14:06:20.918431
binance-coin,652.44,2024-11-12 14:06:21.615197
usd-coin,0.998794,2024-11-12 14:06:21.615197
bitcoin,88896.10,2024-11-12 14:06:25.261102
bitcoin,88896.55,2024-11-12 14:06:26.018104
ethereum,3373.93,2024-11-12 14:06:26.018104
bitcoin,88896.65,2024-11-12 14:06:26.493137
ethereum,3373.94,2024-11-12 14:06:26.493137
bitcoin,88896.59,2024-11-12 14:06:28.107740
ethereum,3374.01,2024-11-12 14:06:30.206661
bitcoin,88896.61,2024-11-12 14:06:31.020288
bitcoin,88896.79,2024-11-12 14:06:31.444002
ethereum,3374.02,2024-11-12 14:06:31.444002
tether,0.999946,2024-11-12 14:06:31.444002
usd-coin,0.998686,2024-11-12 14:06:31.444002
binance-coin,652.45,2024-11-12 14:06:31.904067
bitcoin,88899.20,2024-11-12 14:06:32.383227
ethereum,3374.01,2024-11-12 14:06:32.383227
bitcoin,88899.19,2024-11-12 14:06:32.704351
bitcoin,88899.15,2024-11-12 14:06:33.511244
ethereum,3374.05,2024-11-12 14:06:33.511244
bitcoin,88899.16,2024-11-12 14:06:33.986076
ethereum,3373.99,2024-11-12 14:06:33.986076
bitcoin,88899.17,2024-11-12 14:06:34.830010
bitcoin,88899.67,2024-11-12 14:06:35.266231
ethereum,3374.00,2024-11-12 14:06:35.267289
solana,222.91,2024-11-12 14:06:35.267289
bitcoin,88899.16,2024-11-12 14:06:35.548174
ethereum,3374.05,2024-11-12 14:06:35.548174
solana,222.90,2024-11-12 14:06:35.548174
bitcoin,88899.24,2024-11-12 14:06:35.945946
ethereum,3373.99,2024-11-12 14:06:36.866500
binance-coin,652.44,2024-11-12 14:06:36.866500
ethereum,3373.95,2024-11-12 14:06:37.183234
solana,222.91,2024-11-12 14:06:37.183234
ethereum,3373.91,2024-11-12 14:06:37.987905
ethereum,3373.94,2024-11-12 14:06:39.622614
bitcoin,88899.22,2024-11-12 14:06:40.086448
ethereum,3373.95,2024-11-12 14:06:40.086448
binance-coin,652.45,2024-11-12 14:06:40.086448
usd-coin,0.998690,2024-11-12 14:06:40.086448
ethereum,3374.03,2024-11-12 14:06:40.547741
ethereum,3374.02,2024-11-12 14:06:41.231380
usd-coin,0.998689,2024-11-12 14:06:41.231380
bitcoin,88907.16,2024-11-12 14:06:42.469193
ethereum,3374.22,2024-11-12 14:06:42.469193
binance-coin,652.42,2024-11-12 14:06:42.469193
binance-coin,652.40,2024-11-12 14:06:43.425011
bitcoin,88907.40,2024-11-12 14:06:43.745392
ethereum,3374.21,2024-11-12 14:06:44.549139
binance-coin,652.39,2024-11-12 14:06:45.390450
solana,222.90,2024-11-12 14:06:45.390450
solana,222.91,2024-11-12 14:06:45.809276
bitcoin,88907.39,2024-11-12 14:06:46.304186
ethereum,3374.22,2024-11-12 14:06:46.304186
binance-coin,652.40,2024-11-12 14:06:46.304186
binance-coin,652.39,2024-11-12 14:06:46.626445
bitcoin,88908.41,2024-11-12 14:06:47.007653
solana,222.90,2024-11-12 14:06:47.007653
bitcoin,88908.46,2024-11-12 14:06:47.785268
bitcoin,88909.65,2024-11-12 14:06:49.184664
bitcoin,88909.72,2024-11-12 14:06:49.466706
ethereum,3374.24,2024-11-12 14:06:49.466706
tether,0.999945,2024-11-12 14:06:49.466706
bitcoin,88909.70,2024-11-12 14:06:50.322411
ethereum,3374.27,2024-11-12 14:06:50.322411
solana,222.95,2024-11-12 14:06:50.322411
ethereum,3374.31,2024-11-12 14:06:51.104287
bitcoin,88909.72,2024-11-12 14:06:53.183839
bitcoin,88909.77,2024-11-12 14:06:53.985479
bitcoin,88909.83,2024-11-12 14:06:54.790720
bitcoin,88909.86,2024-11-12 14:06:55.748161
ethereum,3374.33,2024-11-12 14:06:56.840055
ethereum,3374.31,2024-11-12 14:06:58.629781
solana,222.94,2024-11-12 14:06:58.629781
bitcoin,88910.33,2024-11-12 14:06:58.951527
ethereum,3374.17,2024-11-12 14:06:58.951527
solana,222.96,2024-11-12 14:06:58.951527
solana,222.94,2024-11-12 14:06:59.425391
bitcoin,88909.17,2024-11-12 14:06:59.746346
ethereum,3374.25,2024-11-12 14:06:59.746346
bitcoin,88909.16,2024-11-12 14:07:00.225655
ethereum,3374.17,2024-11-12 14:07:00.225655
solana,222.95,2024-11-12 14:07:00.225655
ethereum,3374.27,2024-11-12 14:07:00.545267
bitcoin,88909.38,2024-11-12 14:07:00.959234
ethereum,3374.19,2024-11-12 14:07:00.959234
bitcoin,88909.23,2024-11-12 14:07:01.505084
ethereum,3374.28,2024-11-12 14:07:01.505084
bitcoin,88908.99,2024-11-12 14:07:01.798532
ethereum,3374.31,2024-11-12 14:07:01.798532
tether,0.999884,2024-11-12 14:07:01.798532
binance-coin,652.38,2024-11-12 14:07:01.798532
solana,222.94,2024-11-12 14:07:01.798532
usd-coin,0.998771,2024-11-12 14:07:01.798532
bitcoin,88909.09,2024-11-12 14:07:02.306251
binance-coin,652.39,2024-11-12 14:07:03.585269
ethereum,3374.27,2024-11-12 14:07:06.786315
bitcoin,88909.54,2024-11-12 14:07:09.641124
ethereum,3374.29,2024-11-12 14:07:09.641124
binance-coin,652.41,2024-11-12 14:07:09.641124
solana,222.95,2024-11-12 14:07:09.641124
bitcoin,88905.44,2024-11-12 14:07:10.145487
ethereum,3374.21,2024-11-12 14:07:10.145487
binance-coin,652.37,2024-11-12 14:07:10.145487
solana,222.93,2024-11-12 14:07:10.145487
usd-coin,0.998754,2024-11-12 14:07:10.145487
binance-coin,652.38,2024-11-12 14:07:10.627230
solana,222.94,2024-11-12 14:07:10.627230
ethereum,3374.17,2024-11-12 14:07:10.945144
binance-coin,652.37,2024-11-12 14:07:10.945144
ethereum,3374.18,2024-11-12 14:07:11.337318
ethereum,3374.89,2024-11-12 14:07:12.158034
bitcoin,88905.40,2024-11-12 14:07:13.507325
ethereum,3374.90,2024-11-12 14:07:15.427585
bitcoin,88906.50,2024-11-12 14:07:17.834716
bitcoin,88908.05,2024-11-12 14:07:18.305651
ethereum,3374.89,2024-11-12 14:07:18.305651
ethereum,3374.90,2024-11-12 14:07:18.626352
ethereum,3375.02,2024-11-12 14:07:19.910729
bitcoin,88907.68,2024-11-12 14:07:20.347948
ethereum,3375.06,2024-11-12 14:07:20.347948
usd-coin,0.998755,2024-11-12 14:07:20.347948
bitcoin,88912.87,2024-11-12 14:07:20.708606
ethereum,3374.97,2024-11-12 14:07:20.708606
ethereum,3375.10,2024-11-12 14:07:21.508398
ethereum,3375.06,2024-11-12 14:07:21.957353
bitcoin,88912.89,2024-11-12 14:07:22.316077
bitcoin,88912.88,2024-11-12 14:07:22.732634
ethereum,3375.10,2024-11-12 14:07:22.732634
ethereum,3375.06,2024-11-12 14:07:23.587318
bitcoin,88912.87,2024-11-12 14:07:24.065793
binance-coin,652.38,2024-11-12 14:07:24.065793
ethereum,3375.50,2024-11-12 14:07:24.392324
bitcoin,88912.79,2024-11-12 14:07:26.949059
solana,222.88,2024-11-12 14:07:26.949059
